,listing_id,farmer_id,country,region,crop_type,quality_grade,harvest_date,listing_date,quantity_kg,ask_price_usd_per_kg,lat_cell,lon_cell,shelf_life_days_effective,days_since_harvest,spoilage_risk_score,lot_id,total_quantity_kg,weighted_avg_ask_price_usd_per_kg,avg_spoilage_risk_score,max_days_since_harvest,recommended_discount_pct,recommended_price_usd_per_kg,priority,order_id,match_score,decision,region_match,required_quantity_kg,min_quality_grade,max_days_since_harvest.1,target_price_usd_per_kg,baseline_shelf_life_days,medium_risk_day,high_risk_day,match_status
1051,L100838,F1cd432ea45c7,Nigeria,FCT,Okra,A,2026-02-09,2026-02-12,173,1.03,10.14,9.15,5.6,10,0.925,,,,,,,,,,,,,,,,,5,3,4,Not Matched
1052,L101062,F52471d41661c,Nigeria,Kano,Cucumbers,A,2026-02-12,2026-02-15,206,0.79,9.34,7.4,7.8,7,0.945,LOT00226,586.0,0.78,0.935,8.0,0.25,0.58,HIGH,,,,,,,,,7,4,6,Not Matched
1053,L100839,F59f271d349b4,South Africa,Limpopo,Okra,B,2026-02-14,2026-02-15,50,1.3,-30.61,24.64,5.0,5,1.0,LOT00486,504.0,1.31,0.987,6.0,0.25,0.98,HIGH,,,,,,,,,5,3,4,Not Matched
1054,L100840,F21d0365ddaf3,Nigeria,Lagos,Leafy Greens,A,2026-02-16,2026-02-16,82,1.58,7.82,7.53,4.4,3,0.623,LOT00270,509.0,1.77,0.713,4.0,0.15,1.5,HIGH,,,,,,,,,4,2,3,Not Matched
1055,L101706,Fddca80be1ffb,Nigeria,Kano,Cucumbers,A,2026-02-14,2026-02-14,253,0.76,9.78,7.89,7.8,5,0.661,LOT00227,769.0,0.86,0.665,6.0,0.15,0.73,HIGH,,,,,,,,,7,4,6,Not Matched
1056,L100842,Fa4b06a2be8b7,South Africa,Limpopo,Okra,A,2026-02-10,2026-02-13,78,1.37,-32.43,20.67,5.6,9,1.0,,,,,,,,,,,,,,,,,5,3,4,Not Matched
1057,L101033,Fa52e642ee9db,Nigeria,Kano,Cucumbers,A,2026-02-16,2026-02-17,236,0.84,9.62,7.6,7.8,3,0.47,LOT00228,516.0,0.9,0.463,4.0,0.08,0.83,MEDIUM,,,,,,,,,7,4,6,Not Matched
1058,L100844,F8ae6df2b4dbb,Nigeria,Kaduna,Leafy Greens,B,2026-02-12,2026-02-12,127,1.44,9.84,10.09,4.0,7,0.981,,,,,,,,,,,,,,,,,4,2,3,Not Matched
1059,L100845,F6c1275a0b529,South Africa,Western Cape,Carrots,A,2026-01-25,2026-01-27,464,0.89,-29.05,23.16,31.1,25,0.842,LOT00501,538.0,0.89,0.848,26.0,0.15,0.76,HIGH,,,,,,,,,28,17,24,Not Matched
1060,L100846,F4a2abf29919b,Nigeria,Kaduna,Onions,A,2026-01-17,2026-01-17,161,0.65,10.93,6.9,33.3,33,0.927,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1061,L100847,F129fffc64cea,South Africa,Western Cape,Okra,A,2026-02-13,2026-02-14,159,1.48,-29.8,22.57,5.6,6,0.954,LOT00515,523.0,1.54,0.913,6.0,0.25,1.15,HIGH,,,,,,,,,5,3,4,Not Matched
1062,L100848,Fb158c90a3c5b,Nigeria,Kano,Potatoes,B,2026-02-07,2026-02-08,120,0.41,9.08,6.47,45.0,12,0.245,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1063,L100849,F460c18c89443,Nigeria,Rivers,Cucumbers,A,2026-02-12,2026-02-13,117,0.87,9.4,6.38,7.8,7,0.852,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1064,L100850,Fe33982f97bcd,Nigeria,Kano,Cucumbers,B,2026-02-17,2026-02-18,109,0.86,8.25,8.78,7.0,2,0.302,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1065,L100851,F31496d522dfe,South Africa,Eastern Cape,Tomatoes,A,2026-02-12,2026-02-13,57,1.16,-30.99,24.68,7.8,7,0.966,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1066,L100852,Ff2bb87ea4cbd,South Africa,Limpopo,Okra,B,2026-02-10,2026-02-12,112,1.18,-30.21,26.14,5.0,9,0.947,,,,,,,,,,,,,,,,,5,3,4,Not Matched
1067,L100853,Fc68279515395,Nigeria,Kaduna,Potatoes,A,2026-01-14,2026-01-15,239,0.62,8.3,9.6,50.0,36,0.66,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1068,L100854,Fc839e8271974,Nigeria,FCT,Carrots,A,2026-02-14,2026-02-15,173,0.79,9.61,9.4,31.1,5,0.151,,,,,,,,,,,,,,,,,28,17,24,Not Matched
1069,L100855,F4c691ba29de5,South Africa,Gauteng,Onions,A,2026-01-23,2026-01-23,52,0.77,-32.09,24.4,33.3,27,0.763,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1070,L100856,F0bc029e84afd,South Africa,Limpopo,Carrots,C,2026-02-15,2026-02-18,89,0.66,-31.55,21.97,24.3,4,0.151,,,,,,,,,,,,,,,,,28,17,24,Not Matched
1071,L100857,F5cc46a717595,South Africa,Limpopo,Tomatoes,A,2026-02-14,2026-02-14,135,1.33,-30.51,22.23,7.8,5,0.648,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1072,L100858,Fb1ff4d55e9fb,South Africa,Eastern Cape,Cucumbers,A,2026-02-17,2026-02-19,110,1.12,-30.65,24.89,7.8,2,0.265,LOT00372,697.0,0.98,0.223,2.0,0.0,0.98,LOW,O200487,0.89,AUTO_MATCH,1.0,500.0,A,7.0,0.93,7,4,6,AUTO_MATCH
1073,L100859,F3ef2158ef7db,Nigeria,Lagos,Cucumbers,A,2026-02-16,2026-02-18,148,0.9,7.84,8.58,7.8,3,0.381,LOT00265,636.0,0.85,0.372,3.0,0.0,0.85,LOW,,,,,,,,,7,4,6,Not Matched
1074,L100860,Fa53556ed02d2,Kenya,Nakuru,Onions,A,2026-01-11,2026-01-13,72,0.72,0.53,38.3,33.3,39,0.855,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1075,L100861,F0358eef072d4,Nigeria,FCT,Carrots,C,2026-01-22,2026-01-24,79,0.58,9.42,11.68,24.3,28,0.97,,,,,,,,,,,,,,,,,28,17,24,Not Matched
1076,L100862,Fa063feabeeb5,South Africa,KwaZulu-Natal,Mangoes,A,2026-02-18,2026-02-20,92,1.54,-32.68,22.26,7.8,1,0.109,LOT00456,585.0,1.51,0.168,2.0,0.0,1.51,LOW,O200492,0.561,REVIEW_REQUIRED,0.0,500.0,B,3.0,1.44,7,4,6,REVIEW_REQUIRED
1077,L100863,F38b576ac96b0,Nigeria,FCT,Bananas,B,2026-02-18,2026-02-20,102,0.74,9.15,8.68,6.0,1,0.083,,,,,,,,,,,,,,,,,6,4,5,Not Matched
1078,L100865,F73344c804750,South Africa,Free State,Mangoes,B,2026-02-18,2026-02-21,124,1.51,-30.05,23.16,7.0,1,0.142,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1079,L100867,Fae76937d795d,Kenya,Mombasa,Mangoes,A,2026-02-12,2026-02-15,84,1.28,-0.94,38.02,7.8,7,0.859,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1080,L100868,Ff35ec1dd0cc0,South Africa,Gauteng,Cucumbers,C,2026-02-11,2026-02-13,107,0.77,-30.08,22.64,6.1,8,0.968,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1081,L100869,F875896a8f944,South Africa,Gauteng,Bananas,B,2026-02-15,2026-02-16,131,0.82,-31.55,22.2,6.0,4,0.686,LOT00416,585.0,0.95,0.594,4.0,0.08,0.88,MEDIUM,,,,,,,,,6,4,5,Not Matched
1082,L101143,F7b3067083795,Nigeria,Kano,Mangoes,A,2026-02-16,2026-02-17,151,1.22,8.98,7.62,7.8,3,0.404,LOT00235,600.0,1.32,0.478,4.0,0.08,1.22,MEDIUM,,,,,,,,,7,4,6,Not Matched
1083,L100870,Fd69235d50ad4,South Africa,Western Cape,Tomatoes,A,2026-02-10,2026-02-12,105,1.29,-32.82,23.96,7.8,9,0.962,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1084,L100871,Fe82f39f1ac2f,Kenya,Machakos,Mangoes,C,2026-02-14,2026-02-17,50,0.91,1.21,40.57,6.1,5,0.853,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1085,L100872,F59f152f5ca90,Nigeria,Oyo,Carrots,A,2026-01-29,2026-02-01,209,0.91,11.09,8.35,31.1,21,0.581,LOT00299,727.0,0.78,0.635,22.0,0.15,0.66,HIGH,,,,,,,,,28,17,24,Not Matched
1086,L100873,F126f3f8d39e4,Kenya,Nakuru,Onions,A,2026-02-01,2026-02-01,141,0.7,-1.13,38.83,33.3,18,0.577,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1087,L100874,Ffad0b0adbcaa,Nigeria,Rivers,Mangoes,A,2026-02-12,2026-02-13,162,1.3,7.35,7.24,7.8,7,0.879,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1088,L100875,F0828c4c9097a,Kenya,Nairobi,Potatoes,B,2026-01-26,2026-01-27,113,0.63,-0.88,37.27,45.0,24,0.608,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1089,L100876,Fe3b3d349fd72,Nigeria,Oyo,Cucumbers,A,2026-02-14,2026-02-14,50,1.04,10.02,10.15,7.8,5,0.681,LOT00303,526.0,0.85,0.682,6.0,0.15,0.73,HIGH,,,,,,,,,7,4,6,Not Matched
1090,L100877,Fd63375142d7e,South Africa,Eastern Cape,Bell Peppers,A,2026-02-13,2026-02-13,111,2.29,-30.08,24.35,11.1,6,0.576,LOT00364,524.0,2.29,0.552,6.0,0.08,2.1,MEDIUM,,,,,,,,,10,6,8,Not Matched
1091,L101722,F7b3067083795,Nigeria,Kano,Mangoes,A,2026-02-17,2026-02-20,135,1.32,9.03,8.1,7.8,2,0.271,LOT00238,710.0,1.29,0.281,2.0,0.0,1.29,LOW,,,,,,,,,7,4,6,Not Matched
1092,L100878,Fc253b9253468,South Africa,Free State,Potatoes,B,2026-01-16,2026-01-17,80,0.6,-31.84,21.97,45.0,34,0.716,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1093,L100880,F099473214cca,South Africa,Eastern Cape,Onions,B,2026-01-18,2026-01-19,204,0.74,-31.81,23.4,30.0,32,1.0,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1094,L100881,F3ecfd7fdc405,Nigeria,Lagos,Bananas,A,2026-02-18,2026-02-18,124,0.78,9.8,10.83,6.7,1,0.153,LOT00251,512.0,0.79,0.269,2.0,0.0,0.79,LOW,,,,,,,,,6,4,5,Not Matched
1095,L100882,F9e624d54f6f4,Nigeria,FCT,Tomatoes,B,2026-02-15,2026-02-15,77,0.85,7.19,7.89,7.0,4,0.666,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1096,L100884,F17d51d86050c,Nigeria,FCT,Tomatoes,C,2026-02-12,2026-02-12,141,0.73,9.09,11.17,6.1,7,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1097,L100885,Ff0fdf44bbf1c,South Africa,Eastern Cape,Potatoes,A,2026-02-10,2026-02-10,240,0.75,-29.26,23.97,50.0,9,0.186,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1098,L100886,F4ec8891ebd28,Kenya,Uasin Gishu,Bananas,B,2026-02-17,2026-02-17,91,0.61,-0.28,37.14,6.0,2,0.348,,,,,,,,,,,,,,,,,6,4,5,Not Matched
1099,L100887,Fb0baa17b8329,Kenya,Uasin Gishu,Cucumbers,B,2026-02-16,2026-02-18,118,0.76,0.17,38.71,7.0,3,0.467,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1100,L100888,F688ff2c80bd2,South Africa,KwaZulu-Natal,Leafy Greens,B,2026-02-17,2026-02-17,224,1.61,-28.29,22.92,4.0,2,0.452,LOT00452,611.0,1.7,0.452,2.0,0.08,1.57,MEDIUM,O200676,0.765,AUTO_MATCH,1.0,500.0,B,3.0,1.76,4,2,3,AUTO_MATCH
1101,L100889,F10e351629912,Kenya,Kiambu,Bell Peppers,A,2026-02-17,2026-02-19,128,1.98,-0.69,37.96,11.1,2,0.085,,,,,,,,,,,,,,,,,10,6,8,Not Matched
1102,L100890,F99e5d08e5875,South Africa,Free State,Tomatoes,A,2026-02-18,2026-02-19,94,1.33,-31.21,25.16,7.8,1,0.172,LOT00412,563.0,1.24,0.143,2.0,0.0,1.24,LOW,O200432,0.892,AUTO_MATCH,1.0,500.0,B,7.0,0.96,7,4,6,AUTO_MATCH
1103,L100890,F99e5d08e5875,South Africa,Free State,Tomatoes,A,2026-02-18,2026-02-19,94,1.33,-31.21,25.16,7.8,1,0.172,LOT00412,563.0,1.24,0.143,2.0,0.0,1.24,LOW,O200601,0.888,AUTO_MATCH,1.0,500.0,B,10.0,0.93,7,4,6,AUTO_MATCH
1104,L100891,Faec0f4bffd86,South Africa,Free State,Bell Peppers,B,2026-02-12,2026-02-13,53,1.81,-30.03,22.93,10.0,7,0.743,,,,,,,,,,,,,,,,,10,6,8,Not Matched
1105,L100892,F7b3f8a50168b,South Africa,Eastern Cape,Cucumbers,A,2026-02-17,2026-02-18,86,1.02,-30.79,21.3,7.8,2,0.323,LOT00372,697.0,0.98,0.223,2.0,0.0,0.98,LOW,O200487,0.89,AUTO_MATCH,1.0,500.0,A,7.0,0.93,7,4,6,AUTO_MATCH
1106,L100893,F323f76ec4b1e,Nigeria,FCT,Leafy Greens,A,2026-02-14,2026-02-14,107,1.7,11.09,8.07,4.4,5,0.989,,,,,,,,,,,,,,,,,4,2,3,Not Matched
1107,L100894,Fcc2fc439dcbb,Nigeria,Oyo,Okra,A,2026-02-18,2026-02-20,132,1.31,7.4,9.87,5.6,1,0.213,LOT00320,559.0,1.26,0.356,2.0,0.0,1.26,LOW,O200174,0.804,AUTO_MATCH,1.0,500.0,A,7.0,1.04,5,3,4,AUTO_MATCH
1108,L100895,Feb92f258189b,South Africa,Gauteng,Bananas,B,2026-02-15,2026-02-15,158,0.97,-29.86,22.7,6.0,4,0.721,LOT00416,585.0,0.95,0.594,4.0,0.08,0.88,MEDIUM,,,,,,,,,6,4,5,Not Matched
1109,L100896,F92a7a8e3ec13,Nigeria,Kano,Onions,A,2026-01-29,2026-02-01,186,0.66,9.68,9.86,33.3,21,0.528,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1110,L101829,F174b75d951d8,Nigeria,Kano,Onions,B,2026-01-29,2026-01-29,147,0.66,9.8,8.27,30.0,21,0.615,LOT00244,664.0,0.61,0.717,22.0,0.15,0.52,HIGH,,,,,,,,,30,18,26,Not Matched
1111,L100897,F67a632774cb5,Nigeria,Kaduna,Mangoes,B,2026-02-13,2026-02-13,139,1.28,11.21,7.64,7.0,6,0.82,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1112,L101235,F43d046e02771,Nigeria,Kano,Onions,B,2026-01-28,2026-01-31,278,0.62,9.42,9.34,30.0,22,0.709,LOT00244,664.0,0.61,0.717,22.0,0.15,0.52,HIGH,,,,,,,,,30,18,26,Not Matched
1113,L100898,Fb639fdb28791,Nigeria,Lagos,Bananas,B,2026-02-13,2026-02-15,114,0.77,9.36,7.0,6.0,6,0.921,,,,,,,,,,,,,,,,,6,4,5,Not Matched
1114,L101386,Fddca80be1ffb,Nigeria,Kano,Onions,B,2026-02-10,2026-02-10,100,0.6,10.14,8.52,30.0,9,0.313,LOT00245,548.0,0.6,0.25,9.0,0.0,0.6,LOW,,,,,,,,,30,18,26,Not Matched
1115,L100900,Fa570f08af28a,Nigeria,FCT,Bell Peppers,A,2026-02-13,2026-02-16,93,1.48,8.42,8.46,11.1,6,0.54,,,,,,,,,,,,,,,,,10,6,8,Not Matched
1116,L101817,F92a7a8e3ec13,Nigeria,Kano,Onions,B,2026-02-10,2026-02-12,222,0.57,9.37,9.75,30.0,9,0.311,LOT00245,548.0,0.6,0.25,9.0,0.0,0.6,LOW,,,,,,,,,30,18,26,Not Matched
1117,L100901,Fc482e5cf7132,Nigeria,Kaduna,Tomatoes,A,2026-02-18,2026-02-21,178,0.94,7.8,6.28,7.8,1,0.176,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1118,L100902,F5cde36840d19,South Africa,Eastern Cape,Cucumbers,A,2026-02-14,2026-02-17,166,1.04,-29.72,22.56,7.8,5,0.625,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1119,L100903,F099473214cca,South Africa,Eastern Cape,Tomatoes,A,2026-02-17,2026-02-19,129,1.26,-31.68,22.63,7.8,2,0.262,LOT00386,515.0,1.19,0.219,2.0,0.0,1.19,LOW,O200557,0.898,AUTO_MATCH,1.0,500.0,A,10.0,1.21,7,4,6,AUTO_MATCH
1120,L101647,Fc9de9d735aba,Nigeria,Kano,Tomatoes,A,2026-02-14,2026-02-14,60,0.92,7.98,9.44,7.8,5,0.755,LOT00246,515.0,0.99,0.716,6.0,0.15,0.84,HIGH,,,,,,,,,7,4,6,Not Matched
1121,L100904,F4c04589397b4,Nigeria,Oyo,Onions,B,2026-02-06,2026-02-09,199,0.65,10.45,7.05,30.0,13,0.446,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1122,L101695,Fa52e642ee9db,Nigeria,Kano,Tomatoes,A,2026-02-14,2026-02-15,168,1.02,10.17,9.37,7.8,5,0.638,LOT00246,515.0,0.99,0.716,6.0,0.15,0.84,HIGH,,,,,,,,,7,4,6,Not Matched
1123,L100905,F35eb6462743a,South Africa,Limpopo,Onions,B,2026-01-31,2026-02-01,65,0.72,-29.95,21.45,30.0,19,0.623,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1124,L100906,Fddc8f3257f4b,Kenya,Machakos,Leafy Greens,A,2026-02-13,2026-02-13,142,1.72,0.37,40.3,4.4,6,0.945,,,,,,,,,,,,,,,,,4,2,3,Not Matched
1125,L100909,F1987b7744723,South Africa,KwaZulu-Natal,Tomatoes,A,2026-02-18,2026-02-21,65,1.18,-29.05,24.1,7.8,1,0.158,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1126,L100910,Fc4ab86e6c536,Kenya,Nairobi,Potatoes,B,2026-01-30,2026-01-31,171,0.46,-2.39,37.65,45.0,20,0.437,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1127,L101567,F27fbffa82da0,Nigeria,Kano,Tomatoes,B,2026-02-18,2026-02-20,51,0.86,8.08,10.34,7.0,1,0.088,LOT00247,569.0,0.9,0.265,2.0,0.0,0.9,LOW,,,,,,,,,7,4,6,Not Matched
1128,L100912,Fa2a1da52e4cf,Nigeria,Rivers,Onions,C,2026-02-07,2026-02-09,50,0.48,8.87,9.5,26.1,12,0.401,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1129,L100913,Fa4b06a2be8b7,South Africa,Limpopo,Okra,A,2026-02-17,2026-02-20,159,1.46,-31.97,21.13,5.6,2,0.435,LOT00485,598.0,1.55,0.389,2.0,0.0,1.55,LOW,O200173,0.782,AUTO_MATCH,1.0,500.0,B,5.0,1.28,5,3,4,AUTO_MATCH
1130,L100913,Fa4b06a2be8b7,South Africa,Limpopo,Okra,A,2026-02-17,2026-02-20,159,1.46,-31.97,21.13,5.6,2,0.435,LOT00485,598.0,1.55,0.389,2.0,0.0,1.55,LOW,O200253,0.781,AUTO_MATCH,1.0,500.0,B,10.0,1.27,5,3,4,AUTO_MATCH
1131,L100913,Fa4b06a2be8b7,South Africa,Limpopo,Okra,A,2026-02-17,2026-02-20,159,1.46,-31.97,21.13,5.6,2,0.435,LOT00485,598.0,1.55,0.389,2.0,0.0,1.55,LOW,O200420,0.778,AUTO_MATCH,1.0,500.0,B,7.0,1.24,5,3,4,AUTO_MATCH
1132,L100914,F610528fd85ef,Kenya,Kiambu,Potatoes,B,2026-02-12,2026-02-12,105,0.51,-0.1,37.68,45.0,7,0.216,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1133,L100915,F4dec76727317,South Africa,Limpopo,Potatoes,B,2026-01-27,2026-01-27,107,0.45,-30.12,21.46,45.0,23,0.516,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1134,L100916,F806230f6732a,Nigeria,Oyo,Mangoes,A,2026-02-11,2026-02-11,311,1.31,8.98,8.3,7.8,8,0.942,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1135,L100917,Fcac3698ae8c0,South Africa,KwaZulu-Natal,Potatoes,A,2026-02-01,2026-02-01,110,0.61,-30.94,22.31,50.0,18,0.315,LOT00465,578.0,0.69,0.38,18.0,0.0,0.69,LOW,,,,,,,,,45,27,38,Not Matched
1136,L101641,Ff9e88cf1fb64,Nigeria,Lagos,Bananas,A,2026-02-16,2026-02-16,58,0.62,8.76,8.81,6.7,3,0.426,LOT00250,507.0,0.73,0.523,4.0,0.08,0.67,MEDIUM,,,,,,,,,6,4,5,Not Matched
1137,L100918,Ff84da07d9da8,South Africa,Western Cape,Leafy Greens,B,2026-02-10,2026-02-10,115,1.48,-31.72,22.69,4.0,9,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
1138,L100920,Fe76294be59fa,Kenya,Kiambu,Bananas,A,2026-02-16,2026-02-19,111,0.83,-0.77,40.49,6.7,3,0.382,,,,,,,,,,,,,,,,,6,4,5,Not Matched
1139,L100923,F48687859908c,South Africa,KwaZulu-Natal,Leafy Greens,A,2026-02-15,2026-02-15,56,1.83,-31.37,24.4,4.4,4,0.899,LOT00451,674.0,1.81,0.729,4.0,0.15,1.54,HIGH,O200278,0.666,REVIEW_REQUIRED,1.0,500.0,A,10.0,1.57,4,2,3,REVIEW_REQUIRED
1140,L100924,F48687859908c,South Africa,KwaZulu-Natal,Leafy Greens,A,2026-02-16,2026-02-17,67,1.92,-30.71,22.51,4.4,3,0.608,LOT00451,674.0,1.81,0.729,4.0,0.15,1.54,HIGH,O200278,0.666,REVIEW_REQUIRED,1.0,500.0,A,10.0,1.57,4,2,3,REVIEW_REQUIRED
1141,L100925,Ff57af7968c60,Nigeria,Oyo,Leafy Greens,C,2026-02-16,2026-02-18,74,1.26,9.35,9.1,3.5,3,0.899,,,,,,,,,,,,,,,,,4,2,3,Not Matched
1142,L100927,Fde2c3adc4ce6,Kenya,Nairobi,Onions,B,2026-01-27,2026-01-30,301,0.59,0.42,38.89,30.0,23,0.768,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1143,L100928,Fcac3698ae8c0,South Africa,KwaZulu-Natal,Tomatoes,A,2026-02-12,2026-02-15,123,1.18,-32.11,22.93,7.8,7,0.888,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1144,L100929,F1cd432ea45c7,Nigeria,FCT,Mangoes,B,2026-02-18,2026-02-18,102,1.06,9.05,8.04,7.0,1,0.222,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1145,L100931,Ff57af7968c60,Nigeria,Oyo,Okra,A,2026-02-17,2026-02-17,98,1.28,9.97,9.22,5.6,2,0.404,LOT00320,559.0,1.26,0.356,2.0,0.0,1.26,LOW,O200174,0.804,AUTO_MATCH,1.0,500.0,A,7.0,1.04,5,3,4,AUTO_MATCH
1146,L100933,Fc482e5cf7132,Nigeria,Kaduna,Potatoes,B,2026-01-27,2026-01-30,136,0.43,9.83,7.57,45.0,23,0.506,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1147,L101469,F6e3d2eed6f1a,Nigeria,Lagos,Bell Peppers,A,2026-02-11,2026-02-12,87,1.84,10.09,7.45,11.1,8,0.771,LOT00254,674.0,1.7,0.746,8.0,0.15,1.44,HIGH,,,,,,,,,10,6,8,Not Matched
1148,L100934,Fe0b933861fd8,Kenya,Nairobi,Potatoes,B,2026-01-28,2026-01-30,86,0.5,0.57,37.79,45.0,22,0.454,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1149,L100936,F9a2e148b00eb,Kenya,Nakuru,Okra,A,2026-02-15,2026-02-18,152,1.2,-0.78,37.79,5.6,4,0.732,,,,,,,,,,,,,,,,,5,3,4,Not Matched
1150,L100937,F0674395dc688,Kenya,Mombasa,Bananas,C,2026-02-11,2026-02-14,242,0.66,1.86,38.01,5.2,8,1.0,,,,,,,,,,,,,,,,,6,4,5,Not Matched
1151,L100938,F884cff8c5855,South Africa,Limpopo,Bell Peppers,A,2026-02-15,2026-02-17,137,1.81,-31.64,21.79,11.1,4,0.321,LOT00475,636.0,2.1,0.332,4.0,0.0,2.1,LOW,O200444,0.797,AUTO_MATCH,1.0,500.0,B,10.0,1.73,10,6,8,AUTO_MATCH
1152,L100939,F460c18c89443,Nigeria,Rivers,Cucumbers,B,2026-02-18,2026-02-21,188,0.86,8.68,7.22,7.0,1,0.164,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1153,L100940,Fdb749967db5f,South Africa,Eastern Cape,Tomatoes,B,2026-02-15,2026-02-16,88,1.07,-30.94,21.34,7.0,4,0.621,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1154,L100941,F117a168aec2e,Nigeria,Oyo,Onions,B,2026-02-15,2026-02-15,65,0.73,10.55,9.34,30.0,4,0.062,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1155,L100943,Fd1c46706632a,South Africa,KwaZulu-Natal,Potatoes,A,2026-01-29,2026-01-29,82,0.66,-29.34,25.5,50.0,21,0.381,,,,,,,,,,,,,,,,,45,27,38,Not Matched
1156,L100944,F7b3067083795,Nigeria,Kano,Tomatoes,B,2026-02-14,2026-02-14,244,0.86,8.9,9.72,7.0,5,0.621,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1157,L100945,Fe709a619333f,Kenya,Nakuru,Leafy Greens,C,2026-02-16,2026-02-16,152,1.36,-1.47,36.54,3.5,3,0.841,,,,,,,,,,,,,,,,,4,2,3,Not Matched
1158,L100946,F43d046e02771,Nigeria,Kano,Okra,A,2026-02-18,2026-02-18,50,1.13,7.66,8.91,5.6,1,0.305,,,,,,,,,,,,,,,,,5,3,4,Not Matched
1159,L100947,Fc9de9d735aba,Nigeria,Kano,Tomatoes,A,2026-02-15,2026-02-17,66,1.06,10.26,9.44,7.8,4,0.572,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1160,L101924,F1a5320e193cf,Nigeria,Lagos,Bell Peppers,A,2026-02-16,2026-02-16,85,1.75,10.2,7.42,11.1,3,0.346,LOT00257,687.0,1.77,0.308,4.0,0.0,1.77,LOW,,,,,,,,,10,6,8,Not Matched
1161,L100948,F1f924b3a9e59,Kenya,Nakuru,Mangoes,A,2026-02-08,2026-02-08,92,1.3,-0.75,37.95,7.8,11,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1162,L100949,F750139550447,Kenya,Uasin Gishu,Tomatoes,A,2026-02-19,2026-02-22,137,0.92,-0.89,37.86,7.8,0,0.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
1163,L100950,F7b3dc4f26c86,Kenya,Nairobi,Bananas,C,2026-02-18,2026-02-20,145,0.62,-0.26,40.96,5.2,1,0.307,,,,,,,,,,,,,,,,,6,4,5,Not Matched
1164,L100951,F2256a54d07a9,South Africa,Western Cape,Onions,A,2026-02-06,2026-02-08,110,0.78,-30.89,23.61,33.3,13,0.464,,,,,,,,,,,,,,,,,30,18,26,Not Matched
1165,L100952,F323f76ec4b1e,Nigeria,FCT,Carrots,C,2026-01-29,2026-02-01,155,0.64,9.4,9.76,24.3,21,0.833,,,,,,,,,,,,,,,,,28,17,24,Not Matched
1166,L101406,Fec9a3ac37509,Nigeria,Lagos,Bell Peppers,A,2026-02-17,2026-02-17,211,1.6,8.12,9.83,11.1,2,0.142,LOT00259,550.0,1.67,0.123,2.0,0.0,1.67,LOW,O200122,0.922,AUTO_MATCH,1.0,500.0,A,10.0,1.54,10,6,8,AUTO_MATCH
